SEASON,MONTH,YEAR,DATE_FROM,DATE_TO,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,AST_RATIO,REB_PCT
2022-23,October,2022,10/01/2022,10/31/2022,OKC,Oklahoma City Thunder,6,3,3,0.5,108.4,107.9,0.4,101.65,16.8,0.498
2022-23,October,2022,10/01/2022,10/31/2022,ORL,Orlando Magic,7,1,6,0.143,107.3,112.0,-4.8,98.43,15.1,0.503
2022-23,October,2022,10/01/2022,10/31/2022,PHI,Philadelphia 76ers,8,4,4,0.5,115.3,112.8,2.5,95.81,18.7,0.473
2022-23,October,2022,10/01/2022,10/31/2022,PHX,Phoenix Suns,6,5,1,0.833,118.5,106.2,12.3,98.46,20.5,0.524
2022-23,October,2022,10/01/2022,10/31/2022,POR,Portland Trail Blazers,6,5,1,0.833,114.2,109.6,4.6,99.19,15.5,0.509
2022-23,October,2022,10/01/2022,10/31/2022,SAC,Sacramento Kings,6,2,4,0.333,112.3,114.3,-2.1,102.08,19.3,0.51
2022-23,October,2022,10/01/2022,10/31/2022,SAS,San Antonio Spurs,7,5,2,0.714,114.1,114.3,-0.2,103.57,20.7,0.499
2022-23,October,2022,10/01/2022,10/31/2022,TOR,Toronto Raptors,7,4,3,0.571,113.6,110.5,3.1,96.5,17.7,0.516
2022-23,October,2022,10/01/2022,10/31/2022,UTA,Utah Jazz,8,6,2,0.75,112.7,108.2,4.5,101.97,18.9,0.486
2022-23,October,2022,10/01/2022,10/31/2022,WAS,Washington Wizards,7,3,4,0.429,109.1,111.4,-2.3,98.6,17.5,0.512
2022-23,November,2022,11/01/2022,11/30/2022,ATL,Atlanta Hawks,15,8,7,0.533,109.1,108.7,0.4,101.79,16.3,0.502
2022-23,November,2022,11/01/2022,11/30/2022,BOS,Boston Celtics,16,14,2,0.875,123.3,111.6,11.6,100.1,20.5,0.498
2022-23,November,2022,11/01/2022,11/30/2022,BKN,Brooklyn Nets,16,10,6,0.625,113.1,108.8,4.4,97.78,20.3,0.474
2022-23,November,2022,11/01/2022,11/30/2022,CHA,Charlotte Hornets,14,3,11,0.214,102.8,113.3,-10.5,99.84,16.6,0.5
2022-23,November,2022,11/01/2022,11/30/2022,CHI,Chicago Bulls,14,6,8,0.429,110.2,111.5,-1.2,100.4,18.1,0.5
2022-23,November,2022,11/01/2022,11/30/2022,CLE,Cleveland Cavaliers,16,9,7,0.563,113.3,108.4,5.0,96.12,17.4,0.521
2022-23,November,2022,11/01/2022,11/30/2022,DAL,Dallas Mavericks,14,7,7,0.5,109.9,110.8,-0.8,96.11,17.1,0.464
2022-23,November,2022,11/01/2022,11/30/2022,DEN,Denver Nuggets,14,10,4,0.714,118.1,112.8,5.3,97.7,20.4,0.523
2022-23,November,2022,11/01/2022,11/30/2022,DET,Detroit Pistons,15,3,12,0.2,108.2,117.2,-8.9,99.47,15.5,0.486
2022-23,November,2022,11/01/2022,11/30/2022,GSW,Golden State Warriors,15,8,7,0.533,114.3,112.4,2.0,102.33,21.0,0.49
2022-23,November,2022,11/01/2022,11/30/2022,HOU,Houston Rockets,13,4,9,0.308,111.2,116.3,-5.2,100.08,16.6,0.528
2022-23,November,2022,11/01/2022,11/30/2022,IND,Indiana Pacers,13,9,4,0.692,110.7,108.9,1.8,103.35,19.4,0.481
2022-23,November,2022,11/01/2022,11/30/2022,LAC,LA Clippers,16,10,6,0.625,111.8,109.7,2.1,98.66,17.4,0.508
2022-23,November,2022,11/01/2022,11/30/2022,LAL,Los Angeles Lakers,14,7,7,0.5,112.9,112.4,0.5,102.35,17.6,0.501
2022-23,November,2022,11/01/2022,11/30/2022,MEM,Memphis Grizzlies,14,8,6,0.571,112.0,108.8,3.2,100.54,17.4,0.538
2022-23,November,2022,11/01/2022,11/30/2022,MIA,Miami Heat,15,8,7,0.533,110.5,110.8,-0.3,97.71,17.8,0.492
2022-23,November,2022,11/01/2022,11/30/2022,MIL,Milwaukee Bucks,14,9,5,0.643,110.7,107.7,3.0,99.7,17.6,0.526
2022-23,November,2022,11/01/2022,11/30/2022,MIN,Minnesota Timberwolves,15,7,8,0.467,111.6,113.2,-1.6,102.4,19.3,0.483
2022-23,November,2022,11/01/2022,11/30/2022,NOP,New Orleans Pelicans,15,9,6,0.6,113.6,107.8,5.7,101.33,18.8,0.514
2022-23,November,2022,11/01/2022,11/30/2022,NYK,New York Knicks,16,7,9,0.438,112.6,115.1,-2.5,100.63,16.7,0.5
2022-23,November,2022,11/01/2022,11/30/2022,OKC,Oklahoma City Thunder,16,6,10,0.375,111.5,113.7,-2.3,102.58,16.7,0.476
2022-23,November,2022,11/01/2022,11/30/2022,ORL,Orlando Magic,15,4,11,0.267,110.3,117.0,-6.7,98.75,16.3,0.506
2022-23,November,2022,11/01/2022,11/30/2022,PHI,Philadelphia 76ers,14,8,6,0.571,109.2,106.4,2.7,98.36,17.3,0.486
2022-23,November,2022,11/01/2022,11/30/2022,PHX,Phoenix Suns,15,10,5,0.667,115.7,110.3,5.4,99.03,18.5,0.512
2022-23,November,2022,11/01/2022,11/30/2022,POR,Portland Trail Blazers,16,6,10,0.375,111.0,115.2,-4.2,96.4,18.2,0.501
2022-23,November,2022,11/01/2022,11/30/2022,SAC,Sacramento Kings,14,9,5,0.643,117.7,113.3,4.3,102.95,19.7,0.505
2022-23,November,2022,11/01/2022,11/30/2022,SAS,San Antonio Spurs,15,1,14,0.067,105.2,119.8,-14.7,101.2,18.8,0.478
2022-23,November,2022,11/01/2022,11/30/2022,TOR,Toronto Raptors,14,7,7,0.5,111.1,110.4,0.7,99.4,16.2,0.51
2022-23,November,2022,11/01/2022,11/30/2022,UTA,Utah Jazz,16,7,9,0.438,117.8,117.0,0.8,99.28,19.0,0.506
2022-23,November,2022,11/01/2022,11/30/2022,WAS,Washington Wizards,15,8,7,0.533,111.5,112.1,-0.7,98.78,18.5,0.493
2022-23,December,2022,12/01/2022,12/31/2022,ATL,Atlanta Hawks,14,5,9,0.357,113.2,116.2,-3.0,101.35,17.3,0.476
2022-23,December,2022,12/01/2022,12/31/2022,BOS,Boston Celtics,14,8,6,0.571,110.9,107.2,3.7,101.28,17.6,0.502
2022-23,December,2022,12/01/2022,12/31/2022,BKN,Brooklyn Nets,13,12,1,0.923,120.5,112.2,8.3,99.46,19.6,0.506
2022-23,December,2022,12/01/2022,12/31/2022,CHA,Charlotte Hornets,16,4,12,0.25,110.6,118.0,-7.4,102.4,17.1,0.495
2022-23,December,2022,12/01/2022,12/31/2022,CHI,Chicago Bulls,15,7,8,0.467,113.9,115.1,-1.3,100.02,18.1,0.475
2022-23,December,2022,12/01/2022,12/31/2022,CLE,Cleveland Cavaliers,15,9,6,0.6,112.6,109.8,2.7,96.1,17.4,0.509
2022-23,December,2022,12/01/2022,12/31/2022,DAL,Dallas Mavericks,17,11,6,0.647,118.2,115.9,2.3,96.49,17.6,0.474
2022-23,December,2022,12/01/2022,12/31/2022,DEN,Denver Nuggets,14,9,5,0.643,116.9,115.0,2.0,100.22,20.9,0.524
2022-23,December,2022,12/01/2022,12/31/2022,DET,Detroit Pistons,16,5,11,0.313,113.1,117.2,-4.1,100.08,16.8,0.512
2022-23,December,2022,12/01/2022,12/31/2022,GSW,Golden State Warriors,15,8,7,0.533,111.6,113.0,-1.4,102.83,19.7,0.496
2022-23,December,2022,12/01/2022,12/31/2022,HOU,Houston Rockets,15,5,10,0.333,108.9,115.4,-6.5,98.37,15.4,0.54
2022-23,December,2022,12/01/2022,12/31/2022,IND,Indiana Pacers,16,8,8,0.5,114.3,116.0,-1.7,100.5,18.6,0.46
2022-23,December,2022,12/01/2022,12/31/2022,LAC,LA Clippers,15,8,7,0.533,112.8,111.8,1.0,99.02,16.9,0.519
2022-23,December,2022,12/01/2022,12/31/2022,LAL,Los Angeles Lakers,16,7,9,0.438,116.2,118.2,-1.9,101.74,18.4,0.5
2022-23,December,2022,12/01/2022,12/31/2022,MEM,Memphis Grizzlies,14,10,4,0.714,113.6,104.4,9.2,102.32,18.4,0.513
2022-23,December,2022,12/01/2022,12/31/2022,MIA,Miami Heat,15,9,6,0.6,111.7,112.0,-0.3,96.83,17.7,0.479
2022-23,December,2022,12/01/2022,12/31/2022,MIL,Milwaukee Bucks,15,8,7,0.533,111.9,112.6,-0.8,101.03,17.2,0.529
2022-23,December,2022,12/01/2022,12/31/2022,MIN,Minnesota Timberwolves,15,5,10,0.333,112.8,115.0,-2.1,101.53,17.3,0.477
2022-23,December,2022,12/01/2022,12/31/2022,NOP,New Orleans Pelicans,15,10,5,0.667,115.0,111.7,3.3,100.93,17.7,0.512
2022-23,December,2022,12/01/2022,12/31/2022,NYK,New York Knicks,15,9,6,0.6,115.7,108.2,7.5,96.56,16.2,0.542
2022-23,December,2022,12/01/2022,12/31/2022,OKC,Oklahoma City Thunder,14,6,8,0.429,110.2,111.9,-1.7,102.74,16.6,0.486
2022-23,December,2022,12/01/2022,12/31/2022,ORL,Orlando Magic,15,8,7,0.533,111.5,112.7,-1.2,99.74,17.0,0.507
2022-23,December,2022,12/01/2022,12/31/2022,PHI,Philadelphia 76ers,13,9,4,0.692,115.9,109.7,6.3,98.65,19.0,0.478
2022-23,December,2022,12/01/2022,12/31/2022,PHX,Phoenix Suns,16,5,11,0.313,115.3,117.4,-2.1,97.91,18.9,0.493
2022-23,December,2022,12/01/2022,12/31/2022,POR,Portland Trail Blazers,13,7,6,0.538,117.8,114.6,3.2,98.96,18.4,0.504
2022-23,December,2022,12/01/2022,12/31/2022,SAC,Sacramento Kings,14,8,6,0.571,114.1,114.5,-0.3,101.43,18.3,0.492
2022-23,December,2022,12/01/2022,12/31/2022,SAS,San Antonio Spurs,14,6,8,0.429,114.0,120.2,-6.2,99.71,17.9,0.511
2022-23,December,2022,12/01/2022,12/31/2022,TOR,Toronto Raptors,15,5,10,0.333,114.4,116.3,-1.9,97.32,16.2,0.485
2022-23,December,2022,12/01/2022,12/31/2022,UTA,Utah Jazz,15,6,9,0.4,115.7,116.4,-0.8,101.03,17.0,0.502
2022-23,December,2022,12/01/2022,12/31/2022,WAS,Washington Wizards,15,5,10,0.333,113.7,114.6,-0.9,100.4,18.1,0.502
2022-23,January,2023,01/01/2023,01/31/2023,ATL,Atlanta Hawks,15,8,7,0.533,117.9,117.7,0.2,100.47,17.9,0.488
2022-23,January,2023,01/01/2023,01/31/2023,BOS,Boston Celtics,15,10,5,0.667,114.7,112.1,2.5,98.51,18.6,0.517
2022-23,January,2023,01/01/2023,01/31/2023,BKN,Brooklyn Nets,14,7,7,0.5,115.8,112.9,2.8,99.46,19.3,0.465
2022-23,January,2023,01/01/2023,01/31/2023,CHA,Charlotte Hornets,15,5,10,0.333,111.5,117.1,-5.6,102.77,18.2,0.484
2022-23,January,2023,01/01/2023,01/31/2023,CHI,Chicago Bulls,14,7,7,0.5,114.1,111.9,2.2,100.61,17.7,0.495
2022-23,January,2023,01/01/2023,01/31/2023,CLE,Cleveland Cavaliers,16,8,8,0.5,115.7,112.5,3.2,95.57,20.0,0.482
2022-23,January,2023,01/01/2023,01/31/2023,DAL,Dallas Mavericks,15,6,9,0.4,114.6,119.1,-4.6,96.03,16.8,0.464
2022-23,January,2023,01/01/2023,01/31/2023,DEN,Denver Nuggets,16,12,4,0.75,119.4,111.4,8.0,98.09,20.3,0.508
2022-23,January,2023,01/01/2023,01/31/2023,DET,Detroit Pistons,13,3,10,0.231,111.6,120.3,-8.7,103.54,16.9,0.474
2022-23,January,2023,01/01/2023,01/31/2023,GSW,Golden State Warriors,13,7,6,0.538,115.3,113.8,1.5,104.15,20.4,0.509
2022-23,January,2023,01/01/2023,01/31/2023,HOU,Houston Rockets,14,2,12,0.143,109.1,119.5,-10.4,100.71,17.0,0.529
2022-23,January,2023,01/01/2023,01/31/2023,IND,Indiana Pacers,15,4,11,0.267,111.4,117.6,-6.2,101.93,17.1,0.498
2022-23,January,2023,01/01/2023,01/31/2023,LAC,LA Clippers,16,8,8,0.5,117.4,117.6,-0.2,96.19,17.0,0.507
2022-23,January,2023,01/01/2023,01/31/2023,LAL,Los Angeles Lakers,16,9,7,0.563,115.1,115.1,0.0,101.18,17.6,0.497
2022-23,January,2023,01/01/2023,01/31/2023,MEM,Memphis Grizzlies,15,10,5,0.667,115.6,110.9,4.7,103.53,17.7,0.519
2022-23,January,2023,01/01/2023,01/31/2023,MIA,Miami Heat,15,10,5,0.667,111.4,108.9,2.5,96.07,16.9,0.525
2022-23,January,2023,01/01/2023,01/31/2023,MIL,Milwaukee Bucks,16,11,5,0.688,113.9,111.7,2.1,102.27,17.9,0.509
2022-23,January,2023,01/01/2023,01/31/2023,MIN,Minnesota Timberwolves,16,11,5,0.688,115.5,112.0,3.5,100.32,18.2,0.481
2022-23,January,2023,01/01/2023,01/31/2023,NOP,New Orleans Pelicans,16,3,13,0.188,109.5,116.3,-6.7,99.47,17.8,0.505
2022-23,January,2023,01/01/2023,01/31/2023,NYK,New York Knicks,15,8,7,0.533,117.8,118.1,-0.3,94.96,15.2,0.515
2022-23,January,2023,01/01/2023,01/31/2023,OKC,Oklahoma City Thunder,14,9,5,0.643,119.8,112.1,7.6,101.14,18.5,0.492
2022-23,January,2023,01/01/2023,01/31/2023,ORL,Orlando Magic,14,7,7,0.5,115.4,115.8,-0.4,100.04,18.2,0.488
2022-23,January,2023,01/01/2023,01/31/2023,PHI,Philadelphia 76ers,14,11,3,0.786,121.3,118.0,3.3,99.47,19.4,0.504
2022-23,January,2023,01/01/2023,01/31/2023,PHX,Phoenix Suns,15,7,8,0.467,108.6,110.9,-2.3,98.55,19.3,0.511
2022-23,January,2023,01/01/2023,01/31/2023,POR,Portland Trail Blazers,15,6,9,0.4,119.0,118.3,0.7,99.3,18.0,0.495
2022-23,January,2023,01/01/2023,01/31/2023,SAC,Sacramento Kings,15,9,6,0.6,121.8,115.7,6.2,99.71,19.4,0.501
2022-23,January,2023,01/01/2023,01/31/2023,SAS,San Antonio Spurs,15,2,13,0.133,110.9,123.4,-12.5,102.19,18.6,0.496
2022-23,January,2023,01/01/2023,01/31/2023,TOR,Toronto Raptors,16,7,9,0.438,117.3,116.1,1.2,97.63,17.4,0.494
2022-23,January,2023,01/01/2023,01/31/2023,UTA,Utah Jazz,13,7,6,0.538,118.6,115.6,3.0,99.77,18.3,0.528
2022-23,January,2023,01/01/2023,01/31/2023,WAS,Washington Wizards,13,8,5,0.615,116.1,113.3,2.8,100.0,18.6,0.516
2022-23,February,2023,02/01/2023,02/28/2023,ATL,Atlanta Hawks,11,6,5,0.545,118.0,115.6,2.4,101.91,18.4,0.506
2022-23,February,2023,02/01/2023,02/28/2023,BOS,Boston Celtics,11,8,3,0.727,118.5,111.9,6.6,97.29,19.2,0.517
2022-23,February,2023,02/01/2023,02/28/2023,BKN,Brooklyn Nets,11,3,8,0.273,110.2,120.8,-10.6,99.14,17.0,0.452
2022-23,February,2023,02/01/2023,02/28/2023,CHA,Charlotte Hornets,11,5,6,0.455,111.1,112.9,-1.8,103.18,17.8,0.481
2022-23,February,2023,02/01/2023,02/28/2023,CHI,Chicago Bulls,12,5,7,0.417,110.0,105.4,4.5,97.92,17.7,0.517
2022-23,February,2023,02/01/2023,02/28/2023,CLE,Cleveland Cavaliers,11,8,3,0.727,119.9,109.5,10.3,96.14,19.9,0.503
2022-23,February,2023,02/01/2023,02/28/2023,DAL,Dallas Mavericks,11,5,6,0.455,119.7,117.2,2.5,98.43,18.3,0.49
2022-23,February,2023,02/01/2023,02/28/2023,DEN,Denver Nuggets,12,9,3,0.75,118.6,112.6,6.0,99.84,22.1,0.524
2022-23,February,2023,02/01/2023,02/28/2023,DET,Detroit Pistons,10,2,8,0.2,106.5,114.0,-7.5,98.6,17.0,0.488
2022-23,February,2023,02/01/2023,02/28/2023,GSW,Golden State Warriors,12,6,6,0.5,117.8,115.1,2.7,100.79,20.7,0.5
2022-23,February,2023,02/01/2023,02/28/2023,HOU,Houston Rockets,11,1,10,0.091,110.2,125.9,-15.8,99.86,16.9,0.527
2022-23,February,2023,02/01/2023,02/28/2023,IND,Indiana Pacers,11,4,7,0.364,114.9,118.7,-3.8,99.15,20.1,0.456
2022-23,February,2023,02/01/2023,02/28/2023,LAC,LA Clippers,10,4,6,0.4,116.8,117.2,-0.4,100.56,17.6,0.489
2022-23,February,2023,02/01/2023,02/28/2023,LAL,Los Angeles Lakers,10,5,5,0.5,111.4,111.2,0.2,104.4,18.0,0.515
2022-23,February,2023,02/01/2023,02/28/2023,MEM,Memphis Grizzlies,10,5,5,0.5,111.2,107.8,3.4,101.35,17.7,0.48
2022-23,February,2023,02/01/2023,02/28/2023,MIA,Miami Heat,10,4,6,0.4,108.8,112.9,-4.2,96.25,16.8,0.49
2022-23,February,2023,02/01/2023,02/28/2023,MIL,Milwaukee Bucks,10,10,0,1.0,115.2,104.6,10.6,101.39,17.4,0.542
2022-23,February,2023,02/01/2023,02/28/2023,MIN,Minnesota Timberwolves,11,5,6,0.455,111.9,113.2,-1.2,103.25,18.2,0.488
2022-23,February,2023,02/01/2023,02/28/2023,NOP,New Orleans Pelicans,10,4,6,0.4,112.8,114.8,-2.0,98.4,18.1,0.499
2022-23,February,2023,02/01/2023,02/28/2023,NYK,New York Knicks,11,9,2,0.818,119.8,111.4,8.4,95.95,16.3,0.537
2022-23,February,2023,02/01/2023,02/28/2023,OKC,Oklahoma City Thunder,11,4,7,0.364,118.2,116.8,1.5,102.17,17.9,0.481
2022-23,February,2023,02/01/2023,02/28/2023,ORL,Orlando Magic,11,6,5,0.545,108.8,108.2,0.6,98.39,16.2,0.51
2022-23,February,2023,02/01/2023,02/28/2023,PHI,Philadelphia 76ers,11,7,4,0.636,115.2,111.7,3.4,95.59,17.8,0.5
2022-23,February,2023,02/01/2023,02/28/2023,PHX,Phoenix Suns,10,6,4,0.6,112.0,111.0,1.0,99.4,19.2,0.519
2022-23,February,2023,02/01/2023,02/28/2023,POR,Portland Trail Blazers,11,5,6,0.455,119.5,123.7,-4.2,99.55,18.0,0.459
2022-23,February,2023,02/01/2023,02/28/2023,SAC,Sacramento Kings,12,8,4,0.667,121.2,119.4,1.8,101.32,19.3,0.497
2022-23,February,2023,02/01/2023,02/28/2023,SAS,San Antonio Spurs,11,1,10,0.091,104.9,117.1,-12.2,102.96,17.7,0.491
2022-23,February,2023,02/01/2023,02/28/2023,TOR,Toronto Raptors,11,8,3,0.727,112.2,111.3,1.0,99.27,16.7,0.509
2022-23,February,2023,02/01/2023,02/28/2023,UTA,Utah Jazz,11,5,6,0.455,113.9,116.9,-2.9,100.86,17.1,0.518
2022-23,February,2023,02/01/2023,02/28/2023,WAS,Washington Wizards,11,5,6,0.455,117.7,118.3,-0.6,96.55,18.6,0.513
2022-23,March,2023,03/01/2023,03/31/2023,ATL,Atlanta Hawks,15,7,8,0.467,119.9,119.8,0.1,101.67,17.7,0.53
2022-23,March,2023,03/01/2023,03/31/2023,BOS,Boston Celtics,16,10,6,0.625,119.0,109.2,9.8,99.65,19.4,0.5
2022-23,March,2023,03/01/2023,03/31/2023,BKN,Brooklyn Nets,16,8,8,0.5,115.5,113.3,2.3,98.05,18.3,0.476
2022-23,March,2023,03/01/2023,03/31/2023,CHA,Charlotte Hornets,15,6,9,0.4,105.1,113.4,-8.3,100.03,18.5,0.49
2022-23,March,2023,03/01/2023,03/31/2023,CHI,Chicago Bulls,15,9,6,0.6,117.1,114.1,3.0,95.71,19.1,0.497
2022-23,March,2023,03/01/2023,03/31/2023,CLE,Cleveland Cavaliers,14,9,5,0.643,117.9,112.4,5.5,96.25,18.5,0.46
2022-23,March,2023,03/01/2023,03/31/2023,DAL,Dallas Mavericks,14,5,9,0.357,116.1,117.6,-1.5,98.16,17.9,0.464
2022-23,March,2023,03/01/2023,03/31/2023,DEN,Denver Nuggets,14,7,7,0.5,115.1,114.8,0.2,96.5,20.3,0.511
2022-23,March,2023,03/01/2023,03/31/2023,DET,Detroit Pistons,15,1,14,0.067,109.5,117.8,-8.3,97.93,17.5,0.487
2022-23,March,2023,03/01/2023,03/31/2023,GSW,Golden State Warriors,16,9,7,0.563,116.0,114.2,1.8,101.25,20.2,0.503
2022-23,March,2023,03/01/2023,03/31/2023,HOU,Houston Rockets,17,6,11,0.353,114.9,121.5,-6.6,98.1,15.7,0.539
2022-23,March,2023,03/01/2023,03/31/2023,IND,Indiana Pacers,15,6,9,0.4,116.3,122.7,-6.4,101.86,19.3,0.485
2022-23,March,2023,03/01/2023,03/31/2023,LAC,LA Clippers,14,8,6,0.571,116.4,114.8,1.5,99.46,19.5,0.497
2022-23,March,2023,03/01/2023,03/31/2023,LAL,Los Angeles Lakers,15,10,5,0.667,115.9,111.4,4.4,99.2,17.8,0.522
2022-23,March,2023,03/01/2023,03/31/2023,MEM,Memphis Grizzlies,17,12,5,0.706,118.6,113.3,5.3,100.5,19.5,0.478
2022-23,March,2023,03/01/2023,03/31/2023,MIA,Miami Heat,15,7,8,0.467,115.9,120.1,-4.2,95.4,18.1,0.496
2022-23,March,2023,03/01/2023,03/31/2023,MIL,Milwaukee Bucks,16,11,5,0.688,119.7,116.1,3.6,103.48,19.9,0.502
2022-23,March,2023,03/01/2023,03/31/2023,MIN,Minnesota Timberwolves,14,7,7,0.5,114.3,115.6,-1.4,100.02,20.0,0.492
2022-23,March,2023,03/01/2023,03/31/2023,NOP,New Orleans Pelicans,15,9,6,0.6,116.0,108.7,7.3,98.07,19.9,0.519
2022-23,March,2023,03/01/2023,03/31/2023,NYK,New York Knicks,15,9,6,0.6,120.5,116.9,3.7,97.61,17.6,0.525
2022-23,March,2023,03/01/2023,03/31/2023,OKC,Oklahoma City Thunder,17,10,7,0.588,114.6,114.0,0.6,101.41,16.5,0.487
2022-23,March,2023,03/01/2023,03/31/2023,ORL,Orlando Magic,15,7,8,0.467,113.7,114.4,-0.7,101.79,17.9,0.508
2022-23,March,2023,03/01/2023,03/31/2023,PHI,Philadelphia 76ers,17,12,5,0.706,123.5,115.4,8.1,95.68,19.4,0.521
2022-23,March,2023,03/01/2023,03/31/2023,PHX,Phoenix Suns,15,9,6,0.6,117.3,112.6,4.7,99.57,19.9,0.509
2022-23,March,2023,03/01/2023,03/31/2023,POR,Portland Trail Blazers,16,3,13,0.188,107.1,120.4,-13.4,100.41,16.8,0.467
2022-23,March,2023,03/01/2023,03/31/2023,SAC,Sacramento Kings,16,11,5,0.688,122.9,117.7,5.3,100.0,20.0,0.503
2022-23,March,2023,03/01/2023,03/31/2023,SAS,San Antonio Spurs,15,4,11,0.267,107.6,119.5,-11.9,102.51,19.1,0.488
2022-23,March,2023,03/01/2023,03/31/2023,TOR,Toronto Raptors,14,7,7,0.5,117.0,113.3,3.7,96.89,18.6,0.512
2022-23,March,2023,03/01/2023,03/31/2023,UTA,Utah Jazz,14,5,9,0.357,113.8,119.4,-5.6,102.79,18.7,0.525
2022-23,March,2023,03/01/2023,03/31/2023,WAS,Washington Wizards,16,5,11,0.313,114.5,117.7,-3.2,97.86,19.0,0.507
2022-23,April,2023,04/01/2023,04/30/2023,ATL,Atlanta Hawks,5,3,2,0.6,117.2,112.4,4.8,103.78,19.1,0.517
2022-23,April,2023,04/01/2023,04/30/2023,BOS,Boston Celtics,4,3,1,0.75,115.8,108.4,7.4,94.88,20.9,0.536
2022-23,April,2023,04/01/2023,04/30/2023,BKN,Brooklyn Nets,5,3,2,0.6,110.2,110.1,0.0,98.5,19.1,0.464
2022-23,April,2023,04/01/2023,04/30/2023,CHA,Charlotte Hornets,4,1,3,0.25,106.3,114.6,-8.3,99.38,18.1,0.494
2022-23,April,2023,04/01/2023,04/30/2023,CHI,Chicago Bulls,5,3,2,0.6,109.9,106.0,3.9,99.2,18.1,0.448
2022-23,April,2023,04/01/2023,04/30/2023,CLE,Cleveland Cavaliers,4,3,1,0.75,111.8,105.0,6.8,99.5,19.0,0.469
2022-23,April,2023,04/01/2023,04/30/2023,DAL,Dallas Mavericks,5,1,4,0.2,115.3,121.5,-6.2,102.37,18.8,0.441
2022-23,April,2023,04/01/2023,04/30/2023,DEN,Denver Nuggets,5,2,3,0.4,110.8,113.4,-2.6,99.8,18.5,0.491
2022-23,April,2023,04/01/2023,04/30/2023,DET,Detroit Pistons,5,1,4,0.2,105.7,120.0,-14.3,97.9,17.1,0.5
2022-23,April,2023,04/01/2023,04/30/2023,GSW,Golden State Warriors,4,3,1,0.75,125.8,105.3,20.5,103.5,21.4,0.57
2022-23,April,2023,04/01/2023,04/30/2023,HOU,Houston Rockets,4,3,1,0.75,111.4,111.0,0.4,102.75,15.9,0.516
2022-23,April,2023,04/01/2023,04/30/2023,IND,Indiana Pacers,4,1,3,0.25,116.4,121.1,-4.7,105.38,19.9,0.47
2022-23,April,2023,04/01/2023,04/30/2023,LAC,LA Clippers,4,3,1,0.75,122.3,118.0,4.3,101.25,17.9,0.525
2022-23,April,2023,04/01/2023,04/30/2023,LAL,Los Angeles Lakers,5,4,1,0.8,121.1,112.6,8.6,102.86,19.6,0.529
2022-23,April,2023,04/01/2023,04/30/2023,MEM,Memphis Grizzlies,5,2,3,0.4,115.1,117.5,-2.4,100.9,21.3,0.505
2022-23,April,2023,04/01/2023,04/30/2023,MIA,Miami Heat,5,4,1,0.8,123.4,112.2,11.2,98.4,21.2,0.528
2022-23,April,2023,04/01/2023,04/30/2023,MIL,Milwaukee Bucks,5,3,2,0.6,115.7,116.6,-0.9,100.1,20.4,0.53
2022-23,April,2023,04/01/2023,04/30/2023,MIN,Minnesota Timberwolves,4,3,1,0.75,118.1,110.9,7.2,100.88,20.7,0.496
2022-23,April,2023,04/01/2023,04/30/2023,NOP,New Orleans Pelicans,5,3,2,0.6,115.9,116.8,-0.9,98.35,17.5,0.508
2022-23,April,2023,04/01/2023,04/30/2023,NYK,New York Knicks,4,2,2,0.5,120.6,119.7,0.9,102.88,19.1,0.53
2022-23,April,2023,04/01/2023,04/30/2023,OKC,Oklahoma City Thunder,4,2,2,0.5,116.5,114.1,2.5,101.25,17.9,0.511
2022-23,April,2023,04/01/2023,04/30/2023,ORL,Orlando Magic,5,1,4,0.2,106.9,112.9,-6.0,99.2,17.7,0.528
2022-23,April,2023,04/01/2023,04/30/2023,PHI,Philadelphia 76ers,5,3,2,0.6,114.9,115.9,-1.0,98.55,18.4,0.503
2022-23,April,2023,04/01/2023,04/30/2023,PHX,Phoenix Suns,5,3,2,0.6,117.5,114.3,3.2,99.2,19.1,0.492
2022-23,April,2023,04/01/2023,04/30/2023,POR,Portland Trail Blazers,5,1,4,0.2,108.6,123.5,-14.9,104.7,19.7,0.451
2022-23,April,2023,04/01/2023,04/30/2023,SAC,Sacramento Kings,5,1,4,0.2,112.3,117.3,-5.0,99.13,18.9,0.478
2022-23,April,2023,04/01/2023,04/30/2023,SAS,San Antonio Spurs,5,3,2,0.6,118.1,119.3,-1.2,105.5,19.5,0.516
2022-23,April,2023,04/01/2023,04/30/2023,TOR,Toronto Raptors,5,3,2,0.6,116.0,109.3,6.8,97.2,19.5,0.49
2022-23,April,2023,04/01/2023,04/30/2023,UTA,Utah Jazz,5,1,4,0.2,109.1,113.8,-4.7,103.54,19.0,0.507
2022-23,April,2023,04/01/2023,04/30/2023,WAS,Washington Wizards,5,1,4,0.2,109.7,116.7,-7.0,105.1,18.1,0.481
2023-24,October,2023,10/01/2023,10/31/2023,ATL,Atlanta Hawks,4,2,2,0.5,117.2,113.1,4.1,103.0,19.4,0.488
2023-24,October,2023,10/01/2023,10/31/2023,BOS,Boston Celtics,3,3,0,1.0,117.7,107.3,10.3,100.0,16.5,0.53
2023-24,October,2023,10/01/2023,10/31/2023,BKN,Brooklyn Nets,3,1,2,0.333,119.2,118.0,1.2,102.0,19.8,0.552
